,,,2017a,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60,_61,_62,_63,_64,_65,_66,_67,_68,_69,_70,_71,_72,_73,_74,_75,_76,_77,_78,_79,_80,_81,_82,_83,_84,_85,_86,_87,_88,_89,_90,_91,_92,_93,_94,_95,_96,_97,_98,_99,_100,_101,_102,_103,_104,_105,_106,_107,_108,_109,_110,_111,_112,_113,_114,_115,_116
1263,B03E,C,DSC01263.JPG,6/25/2019 11:18,2018:07:27 14:47:30,2018:07:27 14:47:30,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9317566.6,0.893,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.61,1.7,5.36,4.45,4.01,5.33,4.21,7.02,6.93,5.39,5.14,7.15,5.52,6.66,15,0.77,0.83,0.78,0.74,0.76,1,,,,,,0,0,0,0,4.209,6.934,5.39,5.143,7.152,5.516,,,,,0.0183,0.0222,0.0188,40.95,6.14,47.09,0.75,0.14,0.89,,,,,,,,,,,
1264,B03E,N,DSC01264.JPG,6/25/2019 11:18,2018:07:27 14:48:21,2018:07:27 14:48:21,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8760670.8,0.839,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,2.88,3.27,4.75,4,3.5,3.68,3.32,13.68,5.19,4.62,4.01,4.23,3.81,13.14,3,0.92,0.87,0.87,0.87,0.87,1,,,,,,0,0,0,0,3.316,5.192,4.616,4.006,4.233,3.809,,,,,0.0745,0.0601,0.0727,40.95,6.14,47.09,3.05,0.37,3.42,,,,,,,,,,,
1265,B03E,E,DSC01265.JPG,6/25/2019 11:18,2018:07:27 14:49:31,2018:07:27 14:49:31,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8012992.7,0.768,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.35,5.69,3,3.07,2.77,3.21,2.69,10.8,3.85,3.42,3.17,3.68,3.11,11.7,0,0.78,0.9,0.87,0.87,0.87,1,,,,,,0,0,0,0,2.693,3.846,3.419,3.172,3.679,3.11,,,,,0.0544,0.0749,0.057,40.95,6.14,47.09,2.23,0.46,2.69,,,,,,,,,,,
1266,B03E,S,DSC01266.JPG,6/25/2019 11:19,2018:07:27 14:50:15,2018:07:27 14:50:15,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8252921.2,0.791,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.04,5.34,2.93,3.05,2.82,3.51,2.87,12.6,3.72,3.54,3.35,4.33,3.49,11.16,1,0.79,0.86,0.84,0.81,0.82,1,,,,,,0,0,0,0,2.866,3.723,3.54,3.353,4.326,3.494,,,,,0.0779,0.0684,0.0767,40.95,6.14,47.09,3.19,0.42,3.61,,,,,,,,,,,
1267,B03E,W,DSC01267.JPG,6/25/2019 11:19,2018:07:27 14:51:02,2018:07:27 14:51:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8688524.8,0.832,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.52,3.66,3.59,3.71,3.29,4.87,3.67,6.48,4.22,4,3.82,5.92,4.34,4.68,12,0.85,0.93,0.86,0.82,0.85,1,,,,,,0,0,0,0,3.674,4.22,3.999,3.824,5.917,4.338,,,,,0.0435,0.0441,0.0435,40.95,6.14,47.09,1.78,0.27,2.05,,,,,,,,,,,
1269,B03W,C,DSC01269.JPG,6/25/2019 11:19,2018:07:27 14:52:56,2018:07:27 14:52:56,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8616916.6,0.825,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.72,4,4.07,3.64,3.14,3.63,3.07,7.92,6.56,3.99,3.86,4.67,3.86,6.84,5,0.62,0.91,0.81,0.78,0.8,1,,,,,,0,0,0,0,3.07,6.555,3.99,3.856,4.673,3.858,,,,,0.0663,0.0583,0.0653,40.95,6.14,47.09,2.72,0.36,3.08,,,,,,,,,,,
1270,B03W,N,DSC01270.JPG,6/25/2019 11:19,2018:07:27 14:53:48,2018:07:27 14:53:48,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7136418.7,0.684,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,6.34,6.83,3.27,2.88,2.55,3.12,2.6,14.04,3.55,3.25,3.03,3.78,3.11,12.42,0,0.92,0.89,0.84,0.82,0.84,1,,,,,,0,0,0,0,2.596,3.547,3.25,3.032,3.783,3.106,,,,,0.1319,0.0972,0.1274,40.95,6.14,47.09,5.4,0.6,6,,,,,,,,,,,
1271,B03W,E,DSC01271.JPG,6/25/2019 11:19,2018:07:27 14:56:02,2018:07:27 14:56:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8394837.8,0.804,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.07,4.16,3.03,3.48,3.18,4.13,3.21,9.36,4.04,3.98,3.85,5.18,3.95,7.92,6,0.75,0.87,0.82,0.8,0.81,1,,,,,,0,0,0,0,3.21,4.044,3.981,3.854,5.183,3.949,,,,,0.0351,0.0433,0.0362,40.95,6.14,47.09,1.44,0.27,1.7,,,,,,,,,,,
1272,B03W,S,DSC01272.JPG,6/25/2019 11:19,2018:07:27 14:57:25,2018:07:27 14:57:25,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8254369,0.791,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.9,4.14,2.65,3.62,3.33,5.11,3.85,8.64,4.76,4.78,4.69,7.21,5.33,6.48,23,0.56,0.76,0.71,0.71,0.72,1,,,,,,0,0,0,0,3.851,4.756,4.781,4.69,7.207,5.332,,,,,0.0465,0.0503,0.047,40.95,6.14,47.09,1.91,0.31,2.21,,,,,,,,,,,
1273,B03W,W,DSC01273.JPG,6/25/2019 11:20,2018:07:27 14:58:07,2018:07:27 14:58:07,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8616265,0.825,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.16,3.37,4.58,3.68,3.39,4.15,3.41,10.26,6.07,4.75,4.6,6.05,4.78,9.36,11,0.75,0.77,0.74,0.69,0.71,1,,,,,,0,0,0,0,3.408,6.071,4.753,4.604,6.052,4.776,,,,,0.0752,0.0444,0.0712,40.95,6.14,47.09,3.08,0.27,3.35,,,,,,,,,,,
1275,B02W,C,DSC01275.JPG,6/25/2019 11:20,2018:07:27 15:03:02,2018:07:27 15:03:02,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8400172,0.805,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.04,4.1,3.59,3.56,3.23,4.19,3.24,6.66,3.95,4.16,4.03,5.46,4.1,4.32,6,0.91,0.86,0.8,0.77,0.79,1,,,,,,0,0,0,0,3.244,3.953,4.158,4.029,5.458,4.103,,,,,0.0312,0.0417,0.0326,40.95,6.14,47.09,1.28,0.26,1.53,,,,,,,,,,,
1276,B02W,N,DSC01276.JPG,6/25/2019 11:20,2018:07:27 15:03:45,2018:07:27 15:03:45,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8071398.3,0.773,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.02,5.13,3.12,3.39,3.15,4.7,3.46,5.94,3.78,3.84,3.88,5.91,4.26,3.24,8,0.83,0.88,0.81,0.79,0.81,1,,,,,,0,0,0,0,3.465,3.776,3.837,3.88,5.913,4.264,,,,,0.064,0.0527,0.0626,40.95,6.14,47.09,2.62,0.32,2.95,,,,,,,,,,,
1277,B02W,E,DSC01277.JPG,6/25/2019 11:20,2018:07:27 15:04:27,2018:07:27 15:04:27,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8606923.6,0.824,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.49,3.66,4.41,3.61,3.22,4.05,3.25,9.36,5.19,4.44,4.26,5.47,4.3,7.02,3,0.85,0.81,0.76,0.74,0.76,1,,,,,,0,0,0,0,3.251,5.189,4.444,4.259,5.472,4.301,,,,,0.0465,0.0453,0.0463,40.95,6.14,47.09,1.9,0.28,2.18,,,,,,,,,,,
1278,B02W,S,DSC01278.JPG,6/25/2019 11:20,2018:07:27 15:06:01,2018:07:27 15:06:01,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),9265765.7,0.888,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,1.92,2.11,4.15,4.18,3.76,4.6,3.83,10.62,5.84,4.87,4.54,5.68,4.67,9.9,6,0.71,0.86,0.83,0.81,0.82,1,,,,,,0,0,0,0,3.829,5.836,4.87,4.539,5.681,4.669,,,,,0.0421,0.0327,0.0409,40.95,6.14,47.09,1.72,0.2,1.92,,,,,,,,,,,
1279,B02W,W,DSC01279.JPG,6/25/2019 11:21,2018:07:27 15:06:58,2018:07:27 15:06:58,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7784306.9,0.746,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.9,5.07,2.86,3.22,2.94,3.6,2.89,8.64,3.42,3.49,3.25,4.02,3.24,9,0,0.84,0.92,0.9,0.89,0.89,1,,,,,,0,0,0,0,2.892,3.422,3.486,3.254,4.021,3.237,,,,,0.0433,0.0596,0.0454,40.95,6.14,47.09,1.77,0.37,2.14,,,,,,,,,,,
1281,B02E,C,DSC01281.JPG,6/25/2019 11:21,2018:07:27 15:08:53,2018:07:27 15:08:53,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7887179.8,0.756,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,5.25,5.47,3.03,3.31,2.92,4.08,3.14,6.66,3.93,4.18,3.92,5.62,4.15,3.78,5,0.77,0.79,0.74,0.73,0.76,1,,,,,,0,0,0,0,3.139,3.927,4.184,3.923,5.621,4.153,,,,,0.0985,0.0647,0.0941,40.95,6.14,47.09,4.03,0.4,4.43,,,,,,,,,,,
1282,B02E,N,DSC01282.JPG,6/25/2019 11:21,2018:07:27 15:09:19,2018:07:27 15:09:19,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7112048.3,0.681,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,6.56,7.04,3.02,2.77,2.49,2.87,2.46,11.52,3.42,3.06,2.84,3.29,2.78,12.24,1,0.88,0.91,0.88,0.87,0.88,1,,,,,,0,0,0,0,2.455,3.419,3.059,2.841,3.285,2.782,,,,,0.0908,0.0987,0.0919,40.95,6.14,47.09,3.72,0.61,4.33,,,,,,,,,,,
1283,B02E,E,DSC01283.JPG,6/25/2019 11:21,2018:07:27 15:10:16,2018:07:27 15:10:16,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),8215557.7,0.787,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,3.46,3.77,3.85,3.62,3.14,3.94,3.27,10.26,4.25,3.97,3.63,4.73,3.8,8.46,2,0.9,0.91,0.87,0.83,0.86,1,,,,,,0,0,0,0,3.268,4.251,3.969,3.627,4.728,3.802,,,,,0.0524,0.056,0.0529,40.95,6.14,47.09,2.15,0.34,2.49,,,,,,,,,,,
1284,B02E,S,DSC01284.JPG,6/25/2019 11:21,2018:07:27 15:11:16,2018:07:27 15:11:16,6000 4000 1.00000000 1.00000000,N N N,SONY ILCE-6000 ILCE-6000 v3.20,0.0 [0],4,320,100 CenterWeighted,AperturePriority 0.0 AutoExp,None Normal Normal Normal,CameraModel-CameraSN LensModel-LensSN,90,Parametric Linear,1822.92 3000.00 2000.00,N,57.50 0.50,5 N ,0.50 2000G,1 18 8[+] 0.00 90.00 SOC,0.00004530 GapFr,0.0-5.0-10.0-15.0-20.0-25.0-30.0-35.0-40.0-45.0-50.0-55.0-60.0-65.0-70.0-75.0-80.0-85.0-90.0,0,Moles,-4,3,Yes 5/1/2017 9/30/2017 5 ,No No,NDVI (NIR-B)/(NIR+B),7984271.5,0.765,-1,1,,,,1370.00 0.51 0.15 0.60 1Pixel,RGB 8,COLOR color_pace.CAC  N,1/1/2017,SiteName,FieldOperatorName FieldAssistantName,17:25,1,0,d01ec,PartlyCloudy,_,_,0.00-0.00,M 0.0,0,45.56,-84.7,240,1,4.78,5.21,4.3,3.24,2.88,3.89,3.15,9.72,4.87,3.63,3.39,4.65,3.71,9,2,0.88,0.89,0.85,0.84,0.85,1,,,,,,0,0,0,0,3.145,4.871,3.629,3.387,4.652,3.711,,,,,0.1325,0.0772,0.1253,40.95,6.14,47.09,5.43,0.47,5.9,,,,,,,,,,,
